protein_key	train_protein_name	test_protein_name	train_protocol	test_protocol	model	domain_class	domain_architecture	auroc	auprc	n_train	n_test	n_pos_train	n_neg_train	n_pos_test	n_neg_test	n_deduped_removed_train	n_deduped_removed_test	n_exact_rna_overlap	exact_rna_overlap_fraction_of_test
SNRPB2	SNRPB2	SNRPB2	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM	0.9868475	0.957520618632463	5170	3000	1875	3295	1000	2000	0	0	0	0.0
TIA1	TIA1	TIA1	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.993903	0.9857248115936148	6366	3000	2174	4192	1000	2000	0	0	0	0.0
CPEB1	CPEB1	CPEB1	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM	0.9935817499999999	0.9778759032791111	5299	3000	1847	3452	1000	2000	0	0	0	0.0
FUBP1	FUBP1	FUBP1	rnacompete_rbpzoo	rbns	logistic_regression	KH	KH;KH;KH;KH	0.8493835000000001	0.6983451375482669	7757	3000	2554	5203	1000	2000	0	0	0	0.0
PRR3	PRR3	PRR3	rnacompete_rbpzoo	rbns	logistic_regression	CCCH	CCCH	0.9373553988062941	0.8756967299297337	8453	2843	3338	5115	1000	1843	0	0	0	0.0
PUF60	PUF60	PUF60	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.9945105	0.9869662552513103	6969	3000	2558	4411	1000	2000	0	0	0	0.0
TRA2B	tra2b	TRA2B	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM	0.4433635	0.2930356106660361	5200	3000	2072	3128	1000	2000	0	0	0	0.0
TARDBP	tardbp	TARDBP	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.9884298465903109	0.9814972041729295	10797	12350	3534	7263	4596	7754	0	0	3453	0.27959514170040484
RBM24	RBM24	RBM24	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM	0.9974847038010454	0.9930998277048761	9413	10332	2729	6684	3004	7328	0	0	2997	0.29006968641114983
RBM28	rbm-28	RBM28	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.8722593142506031	0.8054908048622461	9170	5421	2861	6309	2287	3134	0	0	688	0.12691385353255857
RBM38	RBM38	RBM38	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM	0.6865598983818857	0.5611388546397413	5142	5397	1714	3428	1552	3845	0	0	282	0.05225125069483046
RBM45	RBM45	RBM45	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.99200389268101	0.9828884756805366	13721	16181	4399	9322	5124	11057	0	0	4818	0.29775662814411963
RBM47	RBM47	RBM47	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.9798808164588285	0.9499018342760599	12135	12647	3975	8160	3879	8768	0	0	2874	0.2272475685933423
SART3	sart3	SART3	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.6281188700839647	0.4744347843000261	10996	8565	4025	6971	3268	5297	0	0	622	0.0726211325160537
TIA1	TIA1	TIA1	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.9885379846564741	0.9849844466124287	6366	6638	2174	4192	2743	3895	0	0	1581	0.23817414884001206
FMR1	fmr1	FMR1	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	KH	KH;KH	0.8782321205087659	0.8144652389224035	7369	7721	3042	4327	3023	4698	0	0	1146	0.14842636964123818
PABPC4	pabpc4	PABPC4	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.9873540792067148	0.9822175996007028	8729	8673	2873	5856	3835	4838	0	0	1971	0.22725700449671393
SUP12	sup-12	SUP-12	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM	0.9935824724615325	0.9913359298874592	7949	11328	2455	5494	3380	7948	0	0	2486	0.21945621468926554
TARDBP	tardbp	TARDBP	rnacompete_rbpzoo	eclip	logistic_regression	RRM	RRM;RRM	0.8515712581991651	0.7851322306524113	10797	2677	3534	7263	1000	1677	0	4	0	0.0
RBFOX2	RBFOX2	RBFOX2	rnacompete_rbpzoo	eclip	logistic_regression	RRM	RRM	0.5719494165217849	0.46028692814920186	9681	2823	3277	6404	999	1824	0	4	0	0.0
TARDBP	TARDBP	TARDBP	eclip	htr_selex	logistic_regression	RRM	RRM;RRM	0.9322404999999999	0.8695708724827177	2677	3000	1000	1677	1000	2000	4	0	0	0.0
HNRNPC	HNRNPC	HNRNPC	eclip	htr_selex	logistic_regression	RRM	RRM	0.6425002501250625	0.4562590813648793	2995	2999	999	1996	1000	1999	1	0	0	0.0
ELAVL1	ELAVL1	ELAVL1	eclip	htr_selex	logistic_regression	RRM	RRM;RRM;RRM	0.8366761133603238	0.698173203983127	2991	2976	1000	1991	1000	1976	0	0	0	0.0
HNRNPA1	HNRNPA1	HNRNPA1	eclip	htr_selex	logistic_regression	RRM	RRM;RRM	0.6294057028514257	0.4740239478771718	2373	2999	792	1581	1000	1999	616	0	0	0.0
IGF2BP1	IGF2BP1	IGF2BP1	eclip	htr_selex	logistic_regression	unknown		0.5424809619238478	0.3986709025241635	2921	2996	1000	1921	1000	1996	5	0	0	0.0
QKI	QKI	QKI	eclip	htr_selex	logistic_regression	KH	KH	0.7696865000000002	0.6996867189321118	2982	3000	997	1985	1000	2000	0	0	0	0.0
TARDBP	TARDBP	TARDBP	eclip	rbns	logistic_regression	RRM	RRM;RRM	0.6681885	0.47986215555802764	2677	3000	1000	1677	1000	2000	4	0	0	0.0
HNRNPC	HNRNPC	HNRNPC	eclip	rbns	logistic_regression	RRM	RRM	0.9524840000000001	0.936015532455285	2995	3000	999	1996	1000	2000	1	0	0	0.0
FUS	FUS	FUS	eclip	rbns	logistic_regression	RRM	RRM	0.642311	0.42763047262690806	2989	3000	1000	1989	1000	2000	0	0	0	0.0
IGF2BP1	IGF2BP1	IGF2BP1	eclip	rbns	logistic_regression	unknown		0.530233	0.34391154514591527	2921	3000	1000	1921	1000	2000	5	0	0	0.0
RBFOX2	RBFOX2	RBFOX2	eclip	rbns	logistic_regression	RRM	RRM	0.8282855	0.6865201392054162	2823	3000	999	1824	1000	2000	4	0	0	0.0
TARDBP	TARDBP	TARDBP	eclip	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.6970543629128334	0.569820322951269	2677	12350	1000	1677	4596	7754	4	0	0	0.0
HNRNPC	HNRNPC	HNRNPC	eclip	rnacompete_eukarya	logistic_regression	RRM	RRM	0.6953856347790918	0.49738406231724497	2995	9796	999	1996	3145	6651	1	0	0	0.0
ELAVL1	ELAVL1	HuR	eclip	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.6588655229261554	0.49936040067712	2991	10111	1000	1991	3610	6501	0	0	0	0.0
FUS	FUS	FUS	eclip	rnacompete_eukarya	logistic_regression	RRM	RRM	0.4486095904810064	0.3360536926024022	2989	5002	1000	1989	1869	3133	0	0	0	0.0
HNRNPA1	HNRNPA1	HNRNPA1	eclip	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.7439116843637005	0.6086808130673222	2373	13124	792	1581	4428	8696	616	0	0	0.0
QKI	QKI	QKI	eclip	rnacompete_eukarya	logistic_regression	KH	KH	0.694067062235258	0.5811825322378801	2982	4252	997	1985	1587	2665	0	0	0	0.0
TARDBP	TARDBP	tardbp	eclip	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.6701920277057605	0.4825813118516459	2677	10797	1000	1677	3534	7263	4	0	0	0.0
RBFOX2	RBFOX2	RBFOX2	eclip	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.7077510298815758	0.5663126516645375	2823	9681	999	1824	3277	6404	4	0	0	0.0
